filename,chroma_stft,chroma_cqt,chroma_cens,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
blues.00018.wav,0.26992929,0.464675575,0.250957034,0.079672717,1537.657183,2054.779113,3495.653862,0.056131936,-252.5339813,104.9274902,15.35357761,42.65663528,6.778398037,21.61889267,-1.299683332,5.68436861,-16.61465645,12.16609287,-1.953307867,1.960557342,-0.881434739,7.778603554,2.390254736,1.774140835,1.339317441,3.630699158,4.910860062,-2.651944399,blues
blues.00019.wav,0.257259339,0.444573015,0.26359037,0.09767247,1195.41164,1481.284259,2234.878153,0.058871148,-236.6653442,138.4090576,-4.903461456,47.62458038,5.179255009,8.879487991,0.507105768,-3.818273544,-14.97752094,10.42042542,-0.351181746,0.777829409,1.777306318,4.235422611,-0.463350505,-6.105692387,-5.382381439,-1.337585568,-3.719717503,-4.353154182,blues
blues.00020.wav,0.302732289,0.502187967,0.266569299,0.075386867,1389.95551,1911.485152,3005.773491,0.052560151,-230.4129944,127.0941849,7.151100159,39.78208923,1.951132417,17.41168976,-5.625576019,8.252520561,-18.10535431,13.83934212,-3.763585329,2.561243296,-4.329452515,6.817759991,-6.157659531,-6.214757442,-4.515433311,-1.850598931,-0.539056063,1.508026361,blues
blues.00021.wav,0.321084797,0.407832325,0.240016095,0.101159468,1046.74884,1480.933764,1830.788929,0.047937352,-264.6983948,138.8559723,11.18648529,48.52033997,14.9151783,20.57282448,3.207814693,1.247170806,-15.84640789,15.98690891,3.368813992,-1.520128608,1.894726396,6.32555151,-0.986607015,-2.412859201,-3.683062792,0.4969455,5.046815872,-0.780009568,blues
blues.00022.wav,0.306450844,0.441216916,0.251710205,0.113475412,1156.070496,1497.668176,2170.053545,0.058613402,-233.8607788,136.1702271,3.289488077,48.93119431,8.699104309,13.95475292,5.359447002,0.38133508,-13.49026585,16.87176704,5.145256996,-2.250577211,3.959197044,5.322555065,0.81202817,-1.107200742,-4.556555271,-2.436489344,3.316912651,-0.608485103,blues
blues.00023.wav,0.280714303,0.390012085,0.241073162,0.102001555,1210.197917,1497.822809,2522.101416,0.052482676,-227.2647858,137.7623749,-14.50045967,63.55687714,5.626698494,11.96158981,1.906220317,-1.880766749,-7.609113693,-2.470594168,-2.884145975,-9.432813644,-10.91691399,3.569435596,4.139582634,0.092947423,-2.972927332,-1.376939654,7.550498486,-3.032518625,blues
blues.00024.wav,0.263128579,0.361394465,0.22460266,0.086981654,1120.387619,1447.839934,2325.102607,0.0472979,-274.2887573,130.4174194,-6.39480114,70.41067505,13.26585484,9.463105202,7.723187447,-1.245346546,-0.57502073,-2.299992085,3.783482075,0.080914855,-0.939682543,2.295372725,4.290512085,-1.661925554,-10.44482422,-6.797825813,-1.068164349,-1.596130371,blues
blues.00025.wav,0.290948421,0.407082647,0.248945747,0.08922226,1109.569627,1463.288131,2243.569767,0.051724933,-249.2819824,130.9979248,0.665436745,66.69611359,17.90589523,4.622958183,6.610037327,1.245374322,1.419175148,-1.584293008,-0.974159241,-3.575064659,-2.92691493,4.598684788,7.478115082,-0.178768665,-2.81885767,-2.667635679,0.751666844,-0.533179045,blues
blues.00026.wav,0.278484464,0.368231028,0.226791266,0.076970495,1198.607665,1573.308974,2478.37668,0.051987592,-284.819519,108.7856293,9.131957054,51.25902176,18.11125565,7.621315956,8.781747818,2.372425556,0.011786304,2.250416756,4.200277805,-3.303734303,1.601560593,2.6605165,3.323454618,3.258920193,-4.551105976,0.493845284,5.937065125,3.231544256,blues
blues.00027.wav,0.288721025,0.334039152,0.222087272,0.095768176,1391.36771,1494.892439,2811.108002,0.072358973,-228.2279968,130.3535461,-23.29761887,70.17366791,1.137058854,7.609717369,0.915006936,1.989320159,-6.161290646,-9.390744209,-2.566143274,-4.523860931,-0.2667346,0.181102455,-1.51305759,1.46095109,-6.976430893,-8.31899929,4.241006851,0.97968173,blues
blues.00028.wav,0.275974303,0.381023824,0.23559412,0.099695541,1115.729116,1398.954704,2290.444483,0.048028432,-248.9676666,139.0384521,-16.24923897,57.09811401,20.19635773,10.16056442,4.580176353,0.339814663,-7.867882252,-3.46630621,-2.640629053,-2.844094276,-0.893325448,-2.401651144,2.572720766,-5.873961449,-12.40827465,-7.30189085,-0.932404697,-2.699272871,blues
blues.00029.wav,0.280456483,0.339348197,0.226318739,0.124715231,1649.293771,2190.248306,3761.427255,0.052926362,-233.7246094,101.1836014,17.65027046,23.73435593,2.079370737,25.94029045,-16.96771049,15.09417439,-22.27878952,4.400508404,-23.20163727,-6.046125889,-5.065351963,1.073173046,-5.780492783,-8.305594444,-11.38634586,-6.725315571,-10.02770615,-14.03526783,blues
blues.00030.wav,0.263016105,0.306972623,0.21454528,0.170081377,1379.081742,2004.00085,3015.831764,0.039375801,-206.9875946,117.7814713,23.25624466,28.29406548,-1.099597216,18.86493683,-21.95370865,17.85511589,-25.58335495,2.128550768,-17.78905296,-8.01546669,-17.61633873,-8.138554573,-8.646156311,-15.53898716,-15.33150482,-9.664871216,-10.10330963,-17.83510017,blues
blues.00031.wav,0.25348711,0.279214293,0.200193901,0.151570767,1331.07397,1973.643437,2900.17413,0.042967238,-221.802536,110.843071,18.62098503,30.92299461,3.291330338,22.58744431,-20.41830063,12.12099361,-26.3479557,-4.356271267,-26.40667343,-13.03772354,-12.65222645,-1.821905971,-7.26009655,-6.660251617,-14.68269253,-11.71926403,-11.02521515,-13.38725948,blues
blues.00032.wav,0.276317179,0.249855101,0.191779818,0.101233549,1309.424564,1882.919367,2764.099953,0.039393186,-288.8017273,105.8996201,18.7913208,23.68848801,5.70511055,25.54915428,-13.46720505,12.42473316,-11.94381809,1.575498819,-15.63626194,-6.665246964,-11.71879959,-2.952338457,-7.380499363,-15.69358921,-10.95854759,-10.87739563,-18.50418663,-19.11074066,blues
blues.00033.wav,0.260668755,0.272196591,0.203419948,0.133164808,1430.582003,2075.602343,3246.730367,0.04196989,-239.01091,108.6692123,34.14934921,30.24279213,-0.47099641,27.2965126,-21.38908386,14.15584469,-24.50563049,-1.876820087,-28.05226517,-11.25826359,-16.48410034,-7.636357307,-12.7962904,-15.35203075,-13.73228264,-7.400160789,-10.08395386,-13.28514004,blues
blues.00034.wav,0.262248456,0.328977972,0.225110067,0.135938987,1536.783076,2157.1381,3601.028225,0.045700404,-217.2111969,105.7911682,15.61861324,25.26305962,-1.437998652,30.19539642,-17.71364212,17.32150078,-27.20954132,4.339828491,-20.06342888,-10.69590473,-14.22488117,-5.15621233,-3.47157836,-6.184278011,-15.32531929,-6.845778942,-9.828354836,-13.94139099,blues
blues.00035.wav,0.288330197,0.40222314,0.241680625,0.173407495,1506.979392,2096.637631,3404.796078,0.045430186,-171.7860565,120.2802353,15.33658123,21.09727859,-5.410020351,24.19247437,-24.14030838,18.54532433,-22.35298729,1.302639127,-20.76129341,-4.984545231,-17.11959457,-7.898076057,-15.32115746,-9.350150108,-8.906129837,-8.516963959,-14.33000851,-19.93520164,blues
blues.00036.wav,0.233230382,0.279799223,0.205908198,0.197817639,1247.244815,1908.052722,2620.592487,0.036903783,-200.2207336,116.3451767,18.06078529,25.28881836,0.31582585,24.17677689,-22.22307777,11.18314457,-26.84191132,-7.643655777,-24.87203598,-12.01528454,-17.0092411,-8.115376472,-11.95901299,-12.61797619,-14.18778133,-8.204475403,-15.02476978,-10.32215118,blues
blues.00037.wav,0.248627394,0.319207937,0.217580239,0.069145128,1188.168337,1682.86015,2339.635853,0.048160329,-328.6737976,102.6968689,19.87606239,26.73125458,7.158256054,22.71664238,-6.956797123,12.80435181,-10.70874882,-0.419348717,-12.36397552,-8.897176743,-9.238518715,-9.109326363,-9.003835678,-7.640765667,-7.190915108,-9.368475914,-4.470059872,-3.688800335,blues
blues.00038.wav,0.265883178,0.314106435,0.217271497,0.168144986,1513.422107,2140.606779,3449.67914,0.044378039,-192.6671753,111.1907654,21.37272263,26.39834023,-0.646121919,23.4867363,-25.46455002,16.93773079,-16.9770546,5.788635254,-25.73020554,-5.044725895,-17.63182068,-7.921686649,-15.15240383,-12.34254456,-17.22776413,-7.771727085,-13.03395939,-17.94574928,blues
blues.00039.wav,0.255320758,0.24679333,0.193057933,0.085867926,1151.340441,1709.193938,2312.577683,0.035338789,-301.6862793,111.5392075,21.89565659,16.14558983,8.191590309,22.0859642,-8.613636971,1.491922736,-17.0745182,-8.337533951,-17.01128578,-10.57288074,-15.68701744,-12.598773,-12.24565983,-14.54306507,-10.09229946,-5.780285358,-7.776048183,-7.18664217,blues
blues.00040.wav,0.397724807,0.597253501,0.277701816,0.134891763,2272.495079,2356.855937,5108.319111,0.097657006,-110.2600861,90.70181274,-2.527487278,74.05327606,-11.74730206,39.21467209,-13.17181873,20.53527451,-17.16364288,12.82871342,-21.43358231,5.952405453,-8.033585548,4.23986721,-16.48555183,6.542503357,-5.695943832,-3.640863419,-4.856883526,1.854516745,blues
blues.00041.wav,0.386950493,0.477707982,0.268316239,0.129172012,2390.772194,2463.394088,5403.783991,0.102288875,-107.1615219,88.46617126,-4.174954414,55.48419189,-8.007364273,38.41566467,-6.399442196,28.57448387,-19.82057762,13.24709606,-19.24185181,12.07280254,-4.580048561,3.791739464,-16.99106216,11.62458992,-7.360203266,-3.657302618,-7.177438259,1.977192163,blues
blues.00042.wav,0.377519071,0.376869142,0.243623391,0.111001439,2302.113047,2367.695875,5188.551959,0.097864488,-159.5449982,69.77960205,-4.396419525,76.8539505,3.920528173,45.17317581,-4.866253853,32.20197678,-9.796957016,7.81190443,-21.82759666,9.683710098,-2.589124203,3.307305336,-14.96698093,10.23581028,-4.084133148,-5.850184441,-2.474233627,6.650417805,blues
blues.00043.wav,0.3990255,0.513142884,0.274425684,0.127310634,2155.654923,2372.403604,5012.019693,0.087165384,-109.1653595,100.6214981,-8.614720345,47.35847473,-6.555959702,39.61361313,-8.518134117,29.56467056,-16.57596016,13.16563511,-24.209795,6.585774422,-8.642620087,4.912258148,-15.44280434,1.538750887,-6.73247385,1.417774796,-3.961750507,3.287460566,blues
blues.00044.wav,0.390211761,0.512670577,0.271315953,0.136276096,2279.124558,2375.10212,5198.360233,0.092570491,-109.509285,86.92240906,-8.607984543,64.49456024,-6.304125786,43.63951111,-8.286752701,28.54610634,-14.07979107,8.125039101,-21.49140167,11.08747959,-5.085793018,3.976358414,-12.85974121,12.34385777,0.026217328,-0.741569638,-5.126618862,3.303440332,blues
blues.00045.wav,0.429510891,0.53526634,0.274266209,0.148365647,1739.019621,2290.401739,4551.155813,0.048051864,-163.2111359,89.79104614,12.97925377,80.69127655,3.660785198,39.74197769,-5.403831482,26.50049591,-13.1607399,2.710212708,-20.55235672,6.008640289,-2.910060406,-0.434612304,-17.5454731,4.15453434,-5.990227222,-7.860421658,-8.565096855,1.857711792,blues
blues.00046.wav,0.387851208,0.454816788,0.258760293,0.10258235,1912.506881,2361.474653,4776.862782,0.058425951,-182.6382751,90.67678833,14.11908436,67.54982758,2.69321394,38.43052673,-8.410898209,24.12744522,-13.781991,4.835996151,-16.68202972,5.81170845,-5.149533272,0.192983955,-14.48076248,6.862883568,-4.442362309,-2.986888409,-4.81624794,5.400324821,blues
blues.00047.wav,0.336454421,0.350664109,0.233203487,0.112245128,2013.382437,2310.305516,4849.495676,0.075344971,-149.9516907,93.62947845,6.343455315,71.51194,-8.107512474,36.2072525,-9.776672363,17.63980484,-21.11579895,-0.13730818,-22.19928169,5.43045187,-7.46227026,-4.335878372,-12.40163994,9.624599457,-5.014183998,-3.704146147,2.342511177,4.161077023,blues
blues.00048.wav,0.379427671,0.4771173,0.268110531,0.123986073,2148.786199,2204.574064,4673.663406,0.098812328,-106.3110275,102.6309509,-20.15512276,59.36036682,-9.954543114,33.68917847,-14.17039776,23.50999832,-13.31406593,16.01428413,-18.91698074,7.821362495,-7.788120747,4.047834396,-11.34093857,2.060217619,-5.739424706,0.464256257,-1.909088254,-3.128308296,blues
blues.00049.wav,0.277483523,0.322495908,0.213706371,0.088606924,1318.656822,1904.761177,3046.681577,0.039972925,-255.965744,110.8230438,21.50521469,67.57122803,4.299803257,43.10545731,-4.507724762,10.42353344,-8.694326401,1.6581496,-20.59315491,-2.442928791,-7.13086462,-11.16391754,-12.60940838,2.742009878,-8.948848724,-7.940727711,-2.344156742,-0.705605984,blues
blues.00050.wav,0.400859743,0.607074678,0.277655188,0.182379857,1945.848425,2082.246626,4175.874749,0.085805982,-82.97901917,107.052124,-25.32045174,57.12499237,0.08543925,34.69680023,-11.04201984,20.53269577,-11.21317673,14.83412457,-10.22933388,12.5395813,-9.762303352,2.562252522,-6.300852776,2.996784687,-8.718455315,-0.32658127,-2.980347157,0.71260035,blues
blues.00051.wav,0.393755555,0.575584769,0.277231452,0.196722925,1977.172377,1927.803692,3942.834492,0.106627095,-55.57924271,114.9358444,-37.05282974,64.89651489,-7.139353752,15.23838425,-16.2226162,18.63080978,-9.745892525,21.46004295,-5.641416073,12.78231716,-16.5286808,3.793787718,-7.890870571,8.477610588,-4.065209866,3.207441568,-5.17825079,-1.279523492,blues
blues.00052.wav,0.339075476,0.378557026,0.238797184,0.098909535,1443.265285,1670.369919,3069.35644,0.067193849,-225.2697296,117.6458893,-14.54375744,64.80435181,12.92746639,19.02996254,10.68454742,9.884661674,-2.385687828,11.68836212,1.542958975,3.050154686,-7.630155563,-8.957814217,-4.352594376,-0.062078185,-2.554218769,-3.437578678,-3.866574764,1.31651485,blues
blues.00053.wav,0.412500769,0.590265036,0.274827477,0.168357968,2171.221742,1954.383785,4237.132712,0.132802296,-76.71794891,105.7535172,-43.18175507,60.94584274,-8.758630753,21.22707939,-12.86484623,18.6038456,-11.38493824,14.54176521,-6.047970772,12.72695827,-9.366809845,1.350859165,-3.609972954,6.997609138,-4.053007603,-0.271426201,-3.69609189,-0.504041433,blues
blues.00054.wav,0.452728361,0.600388169,0.275489874,0.200888529,2030.485224,1987.320416,4062.942099,0.103385996,-57.97878647,108.9891129,-36.20019913,64.03285217,1.454681873,26.30075073,-17.47022629,20.42356491,-9.526499748,18.17186928,-6.047029018,13.86262512,-11.28712273,4.663285255,-6.388998508,3.213775635,-8.078659058,-1.723661184,-5.422674656,-2.582365751,blues
blues.00055.wav,0.432836145,0.624074459,0.277056623,0.157825679,2032.094987,1976.298014,4023.52567,0.113166738,-98.67475128,104.7954102,-35.10956192,60.70161819,-2.831403971,22.23679161,-7.836519718,19.03004456,-11.58136463,17.02094841,-5.386073112,12.20205498,-9.961465836,0.357867271,-4.265253067,6.134886742,-4.830015659,1.503692746,-1.491253734,3.509777069,blues
blues.00056.wav,0.391058594,0.408841729,0.245227621,0.137728348,1811.076084,2052.332563,3927.809582,0.075479513,-145.4345703,102.8290176,-12.51767826,56.99346924,2.271346807,26.59140015,-4.274804115,17.33880997,-7.985593319,15.2354269,-6.934600353,7.457218647,-10.47044468,-2.36048317,-6.783624172,2.67113471,-4.760879517,-0.949003994,0.024831625,-2.005314112,blues
blues.00057.wav,0.424283624,0.534314871,0.273854044,0.175920352,1886.683619,1913.224623,3828.101852,0.08992387,-92.74797821,115.3395309,-35.06427002,57.86155319,1.845091224,26.61660957,-14.55245304,22.1332531,-8.209145546,11.0159502,-5.643600464,7.277173042,-10.20597267,1.332174897,-4.105897427,0.978302836,-6.553786755,-0.682511687,-2.126826525,-1.518243313,blues
blues.00058.wav,0.356588155,0.570965707,0.271879332,0.162027627,2068.371125,2033.930047,4231.499413,0.104371629,-95.43602753,105.2166977,-26.95301056,60.83086395,-4.828223228,21.53846931,-13.51477814,12.1221056,-20.23363304,12.13865662,-5.227018356,10.2625742,-9.438186646,3.867533684,-10.18745232,3.588092804,-3.100752115,0.194597036,0.842871964,-3.416576862,blues
blues.00059.wav,0.405961394,0.601606965,0.2778965,0.16998747,2235.906951,2100.004335,4390.031787,0.142288255,-86.22530365,91.94844818,-23.40865898,68.25328827,-3.895872831,22.74526024,-9.89961338,16.89597893,-11.39753056,18.43167686,-7.015263557,10.77105427,-11.93868542,1.005814195,-5.92349577,5.318165302,-6.140525818,1.948990822,-5.102754593,-0.6662485,blues
blues.00060.wav,0.430894166,0.589895129,0.274529103,0.19622159,1946.565652,1979.909934,3955.867746,0.097453681,-67.77098083,111.7041855,-34.64610672,61.33489609,0.050250545,30.56061363,-12.70172501,21.15956688,-13.13114548,16.28229523,-6.335246086,12.29583263,-12.4779892,1.681278586,-5.14206934,4.644002914,-6.919217587,1.040719748,-4.736871719,-0.660036325,blues
blues.00061.wav,0.45190534,0.589453995,0.276395197,0.141766369,2504.026852,2180.438691,5077.152632,0.167584399,-82.45470428,94.14775848,-27.12091446,75.65509033,-27.50995255,35.57621002,-20.27853775,25.10919952,-15.36231041,11.32974148,-13.39863682,8.139762878,-8.494856834,8.283359528,-10.34654903,-3.46206069,-5.223507404,-2.595847607,-8.363733292,-6.978242874,blues
blues.00062.wav,0.311780423,0.411295265,0.255986626,0.106240049,2279.895453,2119.726057,4732.338051,0.117148951,-144.967926,95.72647858,-21.59864807,49.62574387,-29.88474464,29.35316849,-18.84448624,17.87757874,-9.666898727,5.505878448,-9.546326637,6.365177631,-21.08387947,2.452762604,-9.533538818,-1.422650933,-9.327804565,5.136749744,-8.103219032,-2.44502759,blues
blues.00063.wav,0.330237538,0.430365384,0.253699686,0.09632621,2839.453119,2444.144011,5711.257131,0.154355832,-129.0862579,72.10388184,-7.749275208,49.25196838,-32.71150589,21.59778595,-27.36331749,14.99189758,-10.24707222,12.42475986,-17.03021812,7.106392384,-18.00948524,2.922715902,-14.47679424,4.054748058,-14.53060436,7.253354549,-8.201504707,-2.006035566,blues
blues.00064.wav,0.332479596,0.561282754,0.277201513,0.117412768,2553.232415,2280.128669,5148.102203,0.14685172,-85.15024567,88.80671692,-16.32261086,59.22450638,-35.990242,14.38572884,-22.30861282,9.647322655,-14.82033825,11.17799568,-14.80445576,8.478451729,-19.59022522,6.413209915,-13.77966595,6.112036228,-13.15464306,3.933455467,-7.615452766,3.752624989,blues
blues.00065.wav,0.292729914,0.426141441,0.25750029,0.100359581,2816.676938,2372.164643,5614.449384,0.146318465,-118.3335037,74.85385132,-19.85836792,46.94158173,-32.54969788,23.82716751,-26.36183548,17.68526268,-13.8112545,11.94149876,-17.87651634,7.544859886,-22.88893509,4.759723186,-12.79163074,5.608854771,-14.72511005,6.684452534,-9.159455299,-2.243775606,blues
blues.00066.wav,0.374709725,0.486809731,0.26987842,0.11049626,2340.432873,2256.538115,4972.503265,0.121775152,-116.5174026,97.43028259,-13.88019085,48.96675491,-22.58224106,27.75396729,-20.22864914,18.63076782,-14.6428833,8.473098755,-16.64465523,10.99819088,-13.86180019,9.735365868,-5.089487553,2.634637833,-9.883815765,6.159058571,-7.682608128,-4.852478981,blues
blues.00067.wav,0.337922186,0.486911476,0.265997163,0.12909627,2258.538419,2176.031189,4755.429578,0.112765002,-95.42442322,101.3686523,-20.68249702,48.6554718,-30.25863457,20.80252457,-18.30375671,14.13491535,-12.78757763,13.43369961,-14.07236576,7.723719597,-19.22414589,2.856370687,-9.809444427,6.911755562,-11.30316257,8.940704346,-2.959638357,-0.97542882,blues
blues.00068.wav,0.289932311,0.514898002,0.270944243,0.103115268,2513.716817,2345.230614,5247.443269,0.135146197,-113.1677628,88.70933533,-8.92534256,49.48749161,-34.58000565,15.86508942,-17.74437714,14.71409988,-11.20761585,15.36656284,-15.08173084,8.74878788,-18.63089943,5.474216938,-9.267430305,8.017963409,-9.552074432,5.873594284,-4.402834892,3.615348577,blues
blues.00069.wav,0.291884392,0.458407968,0.258513944,0.116569929,2371.099278,2209.699346,5004.111407,0.125140967,-121.4088364,96.1060791,-19.61325455,48.0116539,-38.79870224,24.74674797,-32.93358612,8.099362373,-17.79816628,6.10944891,-19.98654366,6.793615818,-19.33388138,-0.11444699,-12.25043297,-4.927437782,-10.40958023,-2.049565315,-1.768210769,-3.962158918,blues
blues.00070.wav,0.322734177,0.500050783,0.26716152,0.106164381,2159.546654,2130.376826,4685.04667,0.09834899,-133.0159912,105.7226944,-22.13897133,41.81861496,-26.9887352,19.12244797,-26.56639481,19.23980331,-15.3320837,6.986050606,-10.81320477,6.791203976,-11.72709179,4.397388458,-6.039440632,1.966113567,-12.32032299,3.253893375,-8.80982399,-3.379920721,blues
